ID,activity_date,start_date,end_date,activity,activity_details,duration_min,source,weekday,weekday_name
21,5/12/2021 7:50,5/12/2021 7:50,,Workout,,15,DogDown App,3,Miércoles
20,5/13/2021 7:48,5/13/2021 7:48,,Yoga,Hot 26,10,DogDown App,4,Jueves
296,5/13/2021 18:03,,,Running,3.8 Km,29,AdidasRunstatistic,4,Jueves
19,5/14/2021 7:45,5/14/2021 7:45,,Yoga,Hot 26,10,DogDown App,5,Viernes
297,5/14/2021 18:17,,,Running,3 Km,26,AdidasRunstatistic,5,Viernes
245,5/15/2021 16:20,5/15/2021 16:20,5/15/2021 16:46,Caminata,HIGH ,26,Google Maps,6,Sábado
246,5/15/2021 18:46,5/15/2021 18:46,5/15/2021 19:26,Caminata,HIGH ,40,Google Maps,6,Sábado
18,5/17/2021 7:30,5/17/2021 7:30,,Workout,,15,DogDown App,1,Lunes
17,5/18/2021 7:37,5/18/2021 7:37,,Workout,,15,DogDown App,2,Martes
285,5/19/2021 7:43,,,Yoga,MalovaElena,14,YouTube,3,Miércoles
16,5/20/2021 7:38,5/20/2021 7:38,,Workout,,15,DogDown App,4,Jueves
298,5/20/2021 18:25,,,Running,3 Km,26,AdidasRunstatistic,4,Jueves
15,5/21/2021 7:35,5/21/2021 7:35,,Yoga,Hot 26,15,DogDown App,5,Viernes
14,5/26/2021 7:35,5/26/2021 7:35,,Workout,,15,DogDown App,3,Miércoles
13,5/27/2021 7:35,5/27/2021 7:35,,Yoga,Hot 26,15,DogDown App,4,Jueves
286,5/28/2021 7:44,,,Yoga,MalovaElena,15,YouTube,5,Viernes
299,5/28/2021 17:47,,,Running,2.3 Km,17,AdidasRunstatistic,5,Viernes
12,5/31/2021 7:43,5/31/2021 7:43,,Workout,,10,DogDown App,1,Lunes
247,5/31/2021 22:36,5/31/2021 22:36,5/31/2021 23:09,Caminata,HIGH ,33,Google Maps,1,Lunes
11,6/2/2021 7:42,6/2/2021 7:42,,Workout,,15,DogDown App,3,Miércoles
300,6/2/2021 17:59,,,Running,3.7 Km,26,AdidasRunstatistic,3,Miércoles
10,6/3/2021 7:57,6/3/2021 7:57,,Workout,,12,DogDown App,4,Jueves
9,6/4/2021 7:30,6/4/2021 7:30,,Workout,,15,DogDown App,5,Viernes
248,6/5/2021 20:24,6/5/2021 20:24,6/5/2021 20:42,Caminata,HIGH ,18,Google Maps,6,Sábado
8,6/7/2021 7:35,6/7/2021 7:35,,Workout,,12,DogDown App,1,Lunes
7,6/8/2021 7:45,6/8/2021 7:45,,Workout,,15,DogDown App,2,Martes
6,6/10/2021 7:40,6/10/2021 7:40,,Yoga,Hot 26,15,DogDown App,4,Jueves
249,6/10/2021 23:49,6/10/2021 23:49,6/11/2021 0:24,Caminata,HIGH ,35,Google Maps,4,Jueves
5,6/15/2021 7:30,6/15/2021 7:30,,Yoga,Ashtanga,15,DogDown App,2,Martes
4,6/16/2021 7:36,6/16/2021 7:36,,Workout,,15,DogDown App,3,Miércoles
3,6/18/2021 7:35,6/18/2021 7:35,,Workout,,15,DogDown App,5,Viernes
250,6/19/2021 22:14,6/19/2021 22:14,6/19/2021 22:31,Caminata,HIGH ,17,Google Maps,6,Sábado
287,6/20/2021 12:13,,,Yoga,MalovaElena,28,YouTube,7,Domingo
251,6/20/2021 20:29,6/20/2021 20:29,6/20/2021 20:46,Caminata,HIGH ,17,Google Maps,7,Domingo
252,6/20/2021 20:55,6/20/2021 20:55,6/20/2021 21:11,Caminata,HIGH ,16,Google Maps,7,Domingo
253,6/20/2021 21:27,6/20/2021 21:27,6/20/2021 22:04,Caminata,HIGH ,37,Google Maps,7,Domingo
2,6/22/2021 7:35,6/22/2021 7:35,,Workout,,15,DogDown App,2,Martes
288,6/23/2021 7:51,,,Yoga,MalovaElena,16,YouTube,3,Miércoles
254,6/26/2021 1:09,6/26/2021 1:09,6/26/2021 1:44,Caminata,HIGH ,35,Google Maps,6,Sábado
255,6/26/2021 3:09,6/26/2021 3:09,6/26/2021 3:34,Caminata,HIGH ,25,Google Maps,6,Sábado
1,6/28/2021 7:35,6/28/2021 7:35,,Workout,,15,DogDown App,1,Lunes
289,7/1/2021 8:00,,,Yoga,MalovaElena,16,YouTube,4,Jueves
306,7/5/2021 7:55,,,Workout,,10,DogDown App,1,Lunes
305,7/6/2021 7:56,,,Workout,,12,DogDown App,2,Martes
,7/6/2021 21:17,7/6/2021 21:17,7/6/2021 21:41,Caminata,HIGH ,24,Google Maps,2,Martes
256,7/7/2021 0:17,7/7/2021 0:17,7/7/2021 0:41,Caminata,HIGH ,24,Google Maps,3,Miércoles
304,7/7/2021 7:42,,,Workout,,12,DogDown App,3,Miércoles
,7/7/2021 21:10,7/7/2021 21:10,7/7/2021 21:53,Caminata,HIGH ,43,Google Maps,3,Miércoles
257,7/8/2021 0:10,7/8/2021 0:10,7/8/2021 0:53,Caminata,HIGH ,43,Google Maps,4,Jueves
258,7/10/2021 16:56,7/10/2021 11:56,7/10/2021 18:13,Bicicleta,,370,AdidasRunstatistic,6,Sábado
303,7/12/2021 7:42,,,Workout,,15,DogDown App,1,Lunes
301,7/14/2021 20:00,,,Yoga,MalovaElena,37,YouTube,3,Miércoles
302,7/16/2021 7:33,,,Yoga,Sin calentamiento,12,DogDown App,5,Viernes
